RDF Type	Class type	Parent	ID	See Also	Label	Part1	Part2L	Part2B	Part3	Scope	Type	Comment	Definition	Editors Note	Citation
owl:Class	subclass	lang:0000001	lang:1001703		Ana Tinga Dogon				dti	I	L		Ana Tinga Dogon language		
owl:Class	subclass	lang:0000001	lang:1001704		Tene Kan Dogon				dtk	I	L		Tene Kan Dogon language		
owl:Class	subclass	lang:0000001	lang:1001705		Tomo Kan Dogon				dtm	I	L		Tomo Kan Dogon language		
owl:Class	subclass	lang:0000001	lang:1001706		Daatsʼíin				dtn	I	L		Daatsʼíin language		
owl:Class	subclass	lang:0000001	lang:1001707		Tommo So Dogon				dto	I	L		Tommo So Dogon language		
owl:Class	subclass	lang:0000001	lang:1001708		Kadazan Dusun				dtp	I	L		Kadazan Dusun language		
owl:Class	subclass	lang:0000001	lang:1001709		Lotud				dtr	I	L		Lotud language		
owl:Class	subclass	lang:0000001	lang:1001710		Toro So Dogon				dts	I	L		Toro So Dogon language		
owl:Class	subclass	lang:0000001	lang:1001711		Toro Tegu Dogon				dtt	I	L		Toro Tegu Dogon language		
owl:Class	subclass	lang:0000001	lang:1001712		Tebul Ure Dogon				dtu	I	L		Tebul Ure Dogon language		
owl:Class	subclass	lang:0000001	lang:1001713		Dotyali				dty	I	L		Dotyali language		
owl:Class	subclass	lang:0000001	lang:1001714		Duala		dua	dua	dua	I	L		Duala language		
owl:Class	subclass	lang:0000001	lang:1001715		Dubli				dub	I	L		Dubli language		
owl:Class	subclass	lang:0000001	lang:1001716		Duna				duc	I	L		Duna language		
owl:Class	subclass	lang:0000001	lang:1001717		Umiray Dumaget Agta				due	I	L		Umiray Dumaget Agta language		
owl:Class	subclass	lang:0000001	lang:1001718		Dumbea				duf	I	L		Dumbea language		
owl:Class	subclass	lang:0000001	lang:1001719		Duruma				dug	I	L		Duruma language		
owl:Class	subclass	lang:0000001	lang:1001720		Dungra Bhil				duh	I	L		Dungra Bhil language		
owl:Class	subclass	lang:0000001	lang:1001721		Dumun				dui	I	L		Dumun language		
owl:Class	subclass	lang:0000001	lang:1001722		Uyajitaya				duk	I	L		Uyajitaya language		
owl:Class	subclass	lang:0000001	lang:1001723		Alabat Island Agta				dul	I	L		Alabat Island Agta language		
owl:Class	subclass	lang:0000001	lang:1001724		Middle Dutch (ca. 1050-1350)		dum	dum	dum	I	H		Middle Dutch (ca. 1050-1350) language		
owl:Class	subclass	lang:0000001	lang:1001725		Dusun Deyah				dun	I	L		Dusun Deyah language		
owl:Class	subclass	lang:0000001	lang:1001726		Dupaninan Agta				duo	I	L		Dupaninan Agta language		
owl:Class	subclass	lang:0000001	lang:1001727		Duano				dup	I	L		Duano language		
owl:Class	subclass	lang:0000001	lang:1001728		Dusun Malang				duq	I	L		Dusun Malang language		
owl:Class	subclass	lang:0000001	lang:1001729		Dii				dur	I	L		Dii language		
owl:Class	subclass	lang:0000001	lang:1001730		Dumi				dus	I	L		Dumi language		
owl:Class	subclass	lang:0000001	lang:1001731		Drung				duu	I	L		Drung language		
owl:Class	subclass	lang:0000001	lang:1001732		Duvle				duv	I	L		Duvle language		
owl:Class	subclass	lang:0000001	lang:1001733		Dusun Witu				duw	I	L		Dusun Witu language		
owl:Class	subclass	lang:0000001	lang:1001734		Duungooma				dux	I	L		Duungooma language		
owl:Class	subclass	lang:0000001	lang:1001735		Dicamay Agta				duy	I	E		Dicamay Agta language		
owl:Class	subclass	lang:0000001	lang:1001736		Duli-Gey				duz	I	E		Duli-Gey language		
owl:Class	subclass	lang:0000001	lang:1001737		Duau				dva	I	L		Duau language		
owl:Class	subclass	lang:0000001	lang:1001738		Diri				dwa	I	L		Diri language		
owl:Class	subclass	lang:0000001	lang:1001739		Dawro				dwr	I	L		Dawro language		
owl:Class	subclass	lang:0000001	lang:1001740		Dutton World Speedwords				dws	I	C		Dutton World Speedwords language		
owl:Class	subclass	lang:0000001	lang:1001741		Dhuwal				dwu	I	L		Dhuwal language		
owl:Class	subclass	lang:0000001	lang:1001742		Dawawa				dww	I	L		Dawawa language		
owl:Class	subclass	lang:0000001	lang:1001743		Dhuwaya				dwy	I	L		Dhuwaya language		
owl:Class	subclass	lang:0000001	lang:1001744		Dewas Rai				dwz	I	L		Dewas Rai language		
owl:Class	subclass	lang:0000001	lang:1001745		Dyan				dya	I	L		Dyan language		
owl:Class	subclass	lang:0000001	lang:1001746		Dyaberdyaber				dyb	I	E		Dyaberdyaber language		
owl:Class	subclass	lang:0000001	lang:1001747		Dyugun				dyd	I	E		Dyugun language		
owl:Class	subclass	lang:0000001	lang:1001748		Villa Viciosa Agta				dyg	I	E		Villa Viciosa Agta language		
owl:Class	subclass	lang:0000001	lang:1001749		Djimini Senoufo				dyi	I	L		Djimini Senoufo language		
owl:Class	subclass	lang:0000001	lang:1001750		Yanda Dom Dogon				dym	I	L		Yanda Dom Dogon language		
owl:Class	subclass	lang:0000001	lang:1001751		Dyangadi				dyn	I	L		Dyangadi language		
owl:Class	subclass	lang:0000001	lang:1001752		Jola-Fonyi				dyo	I	L		Jola-Fonyi language		
owl:Class	subclass	lang:0000001	lang:1001753		Dyula		dyu	dyu	dyu	I	L		Dyula language		
owl:Class	subclass	lang:0000001	lang:1001754		Djabugay				dyy	I	L		Djabugay language		
owl:Class	subclass	lang:0000001	lang:1001755		Tunzu				dza	I	L		Tunzu language		
owl:Class	subclass	lang:0000001	lang:1001756		Djiwarli				dze	I	E		Djiwarli language		
owl:Class	subclass	lang:0000001	lang:1001757		Dazaga				dzg	I	L		Dazaga language		
owl:Class	subclass	lang:0000001	lang:1001758		Dzalakha				dzl	I	L		Dzalakha language		
owl:Class	subclass	lang:0000001	lang:1001759		Dzando				dzn	I	L		Dzando language		
owl:Class	subclass	lang:0000001	lang:1001760		Dzongkha	dz	dzo	dzo	dzo	I	L		Dzongkha language		
owl:Class	subclass	lang:0000001	lang:1001761		Karenggapa				eaa	I	E		Karenggapa language		
owl:Class	subclass	lang:0000001	lang:1001762		Ebughu				ebg	I	L		Ebughu language		
owl:Class	subclass	lang:0000001	lang:1001763		Eastern Bontok				ebk	I	L		Eastern Bontok language		
owl:Class	subclass	lang:0000001	lang:1001764		Teke-Ebo				ebo	I	L		Teke-Ebo language		
owl:Class	subclass	lang:0000001	lang:1001765		Ebrié				ebr	I	L		Ebrié language		
owl:Class	subclass	lang:0000001	lang:1001766		Embu				ebu	I	L		Embu language		
owl:Class	subclass	lang:0000001	lang:1001767		Eteocretan				ecr	I	A		Eteocretan language		
owl:Class	subclass	lang:0000001	lang:1001768		Ecuadorian Sign Language				ecs	I	L		Ecuadorian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001769		Eteocypriot				ecy	I	A		Eteocypriot language		
owl:Class	subclass	lang:0000001	lang:1001770		E				eee	I	L		E language		
owl:Class	subclass	lang:0000001	lang:1001771		Efai				efa	I	L		Efai language		
owl:Class	subclass	lang:0000001	lang:1001772		Efe				efe	I	L		Efe language		
owl:Class	subclass	lang:0000001	lang:1001773		Efik		efi	efi	efi	I	L		Efik language		
owl:Class	subclass	lang:0000001	lang:1001774		Ega				ega	I	L		Ega language		
owl:Class	subclass	lang:0000001	lang:1001775		Emilian				egl	I	L		Emilian language		
owl:Class	subclass	lang:0000001	lang:1001776		Eggon				ego	I	L		Eggon language		
owl:Class	subclass	lang:0000001	lang:1001777		Egyptian (Ancient)		egy	egy	egy	I	A		Egyptian (Ancient) language		
owl:Class	subclass	lang:0000001	lang:1001778		Ehueun				ehu	I	L		Ehueun language		
owl:Class	subclass	lang:0000001	lang:1001779		Eipomek				eip	I	L		Eipomek language		
owl:Class	subclass	lang:0000001	lang:1001780		Eitiep				eit	I	L		Eitiep language		
owl:Class	subclass	lang:0000001	lang:1001781		Askopan				eiv	I	L		Askopan language		
owl:Class	subclass	lang:0000001	lang:1001782		Ejamat				eja	I	L		Ejamat language		
owl:Class	subclass	lang:0000001	lang:1001783		Ekajuk		eka	eka	eka	I	L		Ekajuk language		
owl:Class	subclass	lang:0000001	lang:1001784		Eastern Karnic				ekc	I	E		Eastern Karnic language		
owl:Class	subclass	lang:0000001	lang:1001785		Ekit				eke	I	L		Ekit language		
owl:Class	subclass	lang:0000001	lang:1001786		Ekari				ekg	I	L		Ekari language		
owl:Class	subclass	lang:0000001	lang:1001787		Eki				eki	I	L		Eki language		
owl:Class	subclass	lang:0000001	lang:1001788		Standard Estonian				ekk	I	L		Standard Estonian language		
owl:Class	subclass	lang:0000001	lang:1001789		Kol (Bangladesh)				ekl	I	L		Kol (Bangladesh) language		
owl:Class	subclass	lang:0000001	lang:1001790		Elip				ekm	I	L		Elip language		
owl:Class	subclass	lang:0000001	lang:1001791		Koti				eko	I	L		Koti language		
owl:Class	subclass	lang:0000001	lang:1001792		Ekpeye				ekp	I	L		Ekpeye language		
owl:Class	subclass	lang:0000001	lang:1001793		Yace				ekr	I	L		Yace language		
owl:Class	subclass	lang:0000001	lang:1001794		Eastern Kayah				eky	I	L		Eastern Kayah language		
owl:Class	subclass	lang:0000001	lang:1001795		Elepi				ele	I	L		Elepi language		
owl:Class	subclass	lang:0000001	lang:1001796		El Hugeirat				elh	I	L		El Hugeirat language		
owl:Class	subclass	lang:0000001	lang:1001797		Nding				eli	I	E		Nding language		
owl:Class	subclass	lang:0000001	lang:1001798		Elkei				elk	I	L		Elkei language		
owl:Class	subclass	lang:0000001	lang:1001799		Modern Greek (1453-)	el	gre	ell	ell	I	L		Modern Greek (1453-) language		
owl:Class	subclass	lang:0000001	lang:1001800		Eleme				elm	I	L		Eleme language		
owl:Class	subclass	lang:0000001	lang:1001801		El Molo				elo	I	L		El Molo language		
owl:Class	subclass	lang:0000001	lang:1001802		Elu				elu	I	L		Elu language		
owl:Class	subclass	lang:0000001	lang:1001803		Elamite		elx	elx	elx	I	A		Elamite language		
owl:Class	subclass	lang:0000001	lang:1001804		Emai-Iuleha-Ora				ema	I	L		Emai-Iuleha-Ora language		
owl:Class	subclass	lang:0000001	lang:1001805		Embaloh				emb	I	L		Embaloh language		
owl:Class	subclass	lang:0000001	lang:1001806		Emerillon				eme	I	L		Emerillon language		
owl:Class	subclass	lang:0000001	lang:1001807		Eastern Meohang				emg	I	L		Eastern Meohang language		
owl:Class	subclass	lang:0000001	lang:1001808		Mussau-Emira				emi	I	L		Mussau-Emira language		
owl:Class	subclass	lang:0000001	lang:1001809		Eastern Maninkakan				emk	I	L		Eastern Maninkakan language		
owl:Class	subclass	lang:0000001	lang:1001810		Mamulique				emm	I	E		Mamulique language		
owl:Class	subclass	lang:0000001	lang:1001811		Eman				emn	I	L		Eman language		
owl:Class	subclass	lang:0000001	lang:1001812		Northern Emberá				emp	I	L		Northern Emberá language		
owl:Class	subclass	lang:0000001	lang:1001813		Pacific Gulf Yupik				ems	I	L		Pacific Gulf Yupik language		
owl:Class	subclass	lang:0000001	lang:1001814		Eastern Muria				emu	I	L		Eastern Muria language		
owl:Class	subclass	lang:0000001	lang:1001815		Emplawas				emw	I	L		Emplawas language		
owl:Class	subclass	lang:0000001	lang:1001816		Erromintxela				emx	I	L		Erromintxela language		
owl:Class	subclass	lang:0000001	lang:1001817		Epigraphic Mayan				emy	I	A		Epigraphic Mayan language		
owl:Class	subclass	lang:0000001	lang:1001818		Apali				ena	I	L		Apali language		
owl:Class	subclass	lang:0000001	lang:1001819		Markweeta				enb	I	L		Markweeta language		
owl:Class	subclass	lang:0000001	lang:1001820		En				enc	I	L		En language		
owl:Class	subclass	lang:0000001	lang:1001821		Ende				end	I	L		Ende language		
owl:Class	subclass	lang:0000001	lang:1001822		Forest Enets				enf	I	L		Forest Enets language		
owl:Class	subclass	lang:0000001	lang:1001823		English	en	eng	eng	eng	I	L		English language		
owl:Class	subclass	lang:0000001	lang:1001824		Tundra Enets				enh	I	L		Tundra Enets language		
owl:Class	subclass	lang:0000001	lang:1001825		Enlhet				enl	I	L		Enlhet language		
owl:Class	subclass	lang:0000001	lang:1001826		Middle English (1100-1500)		enm	enm	enm	I	H		Middle English (1100-1500) language		
owl:Class	subclass	lang:0000001	lang:1001827		Engenni				enn	I	L		Engenni language		
owl:Class	subclass	lang:0000001	lang:1001828		Enggano				eno	I	L		Enggano language		
owl:Class	subclass	lang:0000001	lang:1001829		Enga				enq	I	L		Enga language		
owl:Class	subclass	lang:0000001	lang:1001830		Emumu				enr	I	L		Emumu language		
owl:Class	subclass	lang:0000001	lang:1001831		Enu				enu	I	L		Enu language		
owl:Class	subclass	lang:0000001	lang:1001832		Enwan (Edu State)				env	I	L		Enwan (Edu State) language		
owl:Class	subclass	lang:0000001	lang:1001833		Enwan (Akwa Ibom State)				enw	I	L		Enwan (Akwa Ibom State) language		
owl:Class	subclass	lang:0000001	lang:1001834		Enxet				enx	I	L		Enxet language		
owl:Class	subclass	lang:0000001	lang:1001835		Beti (Côte d'Ivoire)				eot	I	L		Beti (Côte d'Ivoire) language		
owl:Class	subclass	lang:0000001	lang:1001836		Epie				epi	I	L		Epie language		
owl:Class	subclass	lang:0000001	lang:1001837		Esperanto	eo	epo	epo	epo	I	C		Esperanto language		
owl:Class	subclass	lang:0000001	lang:1001838		Eravallan				era	I	L		Eravallan language		
owl:Class	subclass	lang:0000001	lang:1001839		Sie				erg	I	L		Sie language		
owl:Class	subclass	lang:0000001	lang:1001840		Eruwa				erh	I	L		Eruwa language		
owl:Class	subclass	lang:0000001	lang:1001841		Ogea				eri	I	L		Ogea language		
owl:Class	subclass	lang:0000001	lang:1001842		South Efate				erk	I	L		South Efate language		
owl:Class	subclass	lang:0000001	lang:1001843		Horpa				ero	I	L		Horpa language		
owl:Class	subclass	lang:0000001	lang:1001844		Erre				err	I	E		Erre language		
owl:Class	subclass	lang:0000001	lang:1001845		Ersu				ers	I	L		Ersu language		
owl:Class	subclass	lang:0000001	lang:1001846		Eritai				ert	I	L		Eritai language		
owl:Class	subclass	lang:0000001	lang:1001847		Erokwanas				erw	I	L		Erokwanas language		
owl:Class	subclass	lang:0000001	lang:1001848		Ese Ejja				ese	I	L		Ese Ejja language		
owl:Class	subclass	lang:0000001	lang:1001849		Aheri Gondi				esg	I	L		Aheri Gondi language		
owl:Class	subclass	lang:0000001	lang:1001850		Eshtehardi				esh	I	L		Eshtehardi language		
owl:Class	subclass	lang:0000001	lang:1001851		North Alaskan Inupiatun				esi	I	L		North Alaskan Inupiatun language		
owl:Class	subclass	lang:0000001	lang:1001852		Northwest Alaska Inupiatun				esk	I	L		Northwest Alaska Inupiatun language		
owl:Class	subclass	lang:0000001	lang:1001853		Egypt Sign Language				esl	I	L		Egypt Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001854		Esuma				esm	I	E		Esuma language		
owl:Class	subclass	lang:0000001	lang:1001855		Salvadoran Sign Language				esn	I	L		Salvadoran Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001856		Estonian Sign Language				eso	I	L		Estonian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001857		Esselen				esq	I	E		Esselen language		
owl:Class	subclass	lang:0000001	lang:1001858		Central Siberian Yupik				ess	I	L		Central Siberian Yupik language		
owl:Class	subclass	lang:0000001	lang:1001859		Estonian	et	est	est	est	M	L		Estonian language		
owl:Class	subclass	lang:0000001	lang:1001860		Central Yupik				esu	I	L		Central Yupik language		
owl:Class	subclass	lang:0000001	lang:1001861		Eskayan				esy	I	L		Eskayan language		
owl:Class	subclass	lang:0000001	lang:1001862		Etebi				etb	I	L		Etebi language		
owl:Class	subclass	lang:0000001	lang:1001863		Etchemin				etc	I	E		Etchemin language		
owl:Class	subclass	lang:0000001	lang:1001864		Ethiopian Sign Language				eth	I	L		Ethiopian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001865		Eton (Vanuatu)				etn	I	L		Eton (Vanuatu) language		
owl:Class	subclass	lang:0000001	lang:1001866		Eton (Cameroon)				eto	I	L		Eton (Cameroon) language		
owl:Class	subclass	lang:0000001	lang:1001867		Edolo				etr	I	L		Edolo language		
owl:Class	subclass	lang:0000001	lang:1001868		Yekhee				ets	I	L		Yekhee language		
owl:Class	subclass	lang:0000001	lang:1001869		Etruscan				ett	I	A		Etruscan language		
owl:Class	subclass	lang:0000001	lang:1001870		Ejagham				etu	I	L		Ejagham language		
owl:Class	subclass	lang:0000001	lang:1001871		Eten				etx	I	L		Eten language		
owl:Class	subclass	lang:0000001	lang:1001872		Semimi				etz	I	L		Semimi language		
owl:Class	subclass	lang:0000001	lang:1001873		Basque	eu	baq	eus	eus	I	L		Basque language		
owl:Class	subclass	lang:0000001	lang:1001874		Even				eve	I	L		Even language		
owl:Class	subclass	lang:0000001	lang:1001875		Uvbie				evh	I	L		Uvbie language		
owl:Class	subclass	lang:0000001	lang:1001876		Evenki				evn	I	L		Evenki language		
owl:Class	subclass	lang:0000001	lang:1001877		Ewe	ee	ewe	ewe	ewe	I	L		Ewe language		
owl:Class	subclass	lang:0000001	lang:1001878		Ewondo		ewo	ewo	ewo	I	L		Ewondo language		
owl:Class	subclass	lang:0000001	lang:1001879		Extremaduran				ext	I	L		Extremaduran language		
owl:Class	subclass	lang:0000001	lang:1001880		Eyak				eya	I	E		Eyak language		
owl:Class	subclass	lang:0000001	lang:1001881		Keiyo				eyo	I	L		Keiyo language		
owl:Class	subclass	lang:0000001	lang:1001882		Ezaa				eza	I	L		Ezaa language		
owl:Class	subclass	lang:0000001	lang:1001883		Uzekwe				eze	I	L		Uzekwe language		
owl:Class	subclass	lang:0000001	lang:1001884		Fasu				faa	I	L		Fasu language		
owl:Class	subclass	lang:0000001	lang:1001885		Fa d'Ambu				fab	I	L		Fa d'Ambu language		
owl:Class	subclass	lang:0000001	lang:1001886		Wagi				fad	I	L		Wagi language		
owl:Class	subclass	lang:0000001	lang:1001887		Fagani				faf	I	L		Fagani language		
owl:Class	subclass	lang:0000001	lang:1001888		Finongan				fag	I	L		Finongan language		
owl:Class	subclass	lang:0000001	lang:1001889		Baissa Fali				fah	I	L		Baissa Fali language		
owl:Class	subclass	lang:0000001	lang:1001890		Faiwol				fai	I	L		Faiwol language		
owl:Class	subclass	lang:0000001	lang:1001891		Faita				faj	I	L		Faita language		
owl:Class	subclass	lang:0000001	lang:1001892		Fang (Cameroon)				fak	I	L		Fang (Cameroon) language		
owl:Class	subclass	lang:0000001	lang:1001893		South Fali				fal	I	L		South Fali language		
owl:Class	subclass	lang:0000001	lang:1001894		Fam				fam	I	L		Fam language		
owl:Class	subclass	lang:0000001	lang:1001895		Fang (Equatorial Guinea)		fan	fan	fan	I	L		Fang (Equatorial Guinea) language		
owl:Class	subclass	lang:0000001	lang:1001896		Faroese	fo	fao	fao	fao	I	L		Faroese language		
owl:Class	subclass	lang:0000001	lang:1001897		Paloor				fap	I	L		Paloor language		
owl:Class	subclass	lang:0000001	lang:1001898		Fataleka				far	I	L		Fataleka language		
owl:Class	subclass	lang:0000001	lang:1001899		Persian	fa	per	fas	fas	M	L		Persian language		
owl:Class	subclass	lang:0000001	lang:1001900		Fanti		fat	fat	fat	I	L		Fanti language		
owl:Class	subclass	lang:0000001	lang:1001901		Fayu				fau	I	L		Fayu language		
owl:Class	subclass	lang:0000001	lang:1001902		Fala				fax	I	L		Fala language		
owl:Class	subclass	lang:0000001	lang:1001903		Southwestern Fars				fay	I	L		Southwestern Fars language		
owl:Class	subclass	lang:0000001	lang:1001904		Northwestern Fars				faz	I	L		Northwestern Fars language		
owl:Class	subclass	lang:0000001	lang:1001905		West Albay Bikol				fbl	I	L		West Albay Bikol language		
owl:Class	subclass	lang:0000001	lang:1001906		Quebec Sign Language				fcs	I	L		Quebec Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001907		Feroge				fer	I	L		Feroge language		
owl:Class	subclass	lang:0000001	lang:1001908		Foia Foia				ffi	I	L		Foia Foia language		
owl:Class	subclass	lang:0000001	lang:1001909		Maasina Fulfulde				ffm	I	L		Maasina Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001910		Fongoro				fgr	I	L		Fongoro language		
owl:Class	subclass	lang:0000001	lang:1001911		Nobiin				fia	I	L		Nobiin language		
owl:Class	subclass	lang:0000001	lang:1001912		Fyer				fie	I	L		Fyer language		
owl:Class	subclass	lang:0000001	lang:1001913		Fijian	fj	fij	fij	fij	I	L		Fijian language		
owl:Class	subclass	lang:0000001	lang:1001914		Filipino		fil	fil	fil	I	L		Filipino language		
owl:Class	subclass	lang:0000001	lang:1001915		Finnish	fi	fin	fin	fin	I	L		Finnish language		
owl:Class	subclass	lang:0000001	lang:1001916		Fipa				fip	I	L		Fipa language		
owl:Class	subclass	lang:0000001	lang:1001917		Firan				fir	I	L		Firan language		
owl:Class	subclass	lang:0000001	lang:1001918		Tornedalen Finnish				fit	I	L		Tornedalen Finnish language		
owl:Class	subclass	lang:0000001	lang:1001919		Fiwaga				fiw	I	L		Fiwaga language		
owl:Class	subclass	lang:0000001	lang:1001920		Kirya-Konzəl				fkk	I	L		Kirya-Konzəl language		
owl:Class	subclass	lang:0000001	lang:1001921		Kven Finnish				fkv	I	L		Kven Finnish language		
owl:Class	subclass	lang:0000001	lang:1001922		Kalispel-Pend d'Oreille				fla	I	L		Kalispel-Pend d'Oreille language		
owl:Class	subclass	lang:0000001	lang:1001923		Foau				flh	I	L		Foau language		
owl:Class	subclass	lang:0000001	lang:1001924		Fali				fli	I	L		Fali language		
owl:Class	subclass	lang:0000001	lang:1001925		North Fali				fll	I	L		North Fali language		
owl:Class	subclass	lang:0000001	lang:1001926		Flinders Island				fln	I	E		Flinders Island language		
owl:Class	subclass	lang:0000001	lang:1001927		Fuliiru				flr	I	L		Fuliiru language		
owl:Class	subclass	lang:0000001	lang:1001928		Flaaitaal				fly	I	L		Flaaitaal language		
owl:Class	subclass	lang:0000001	lang:1001929		Fe'fe'				fmp	I	L		Fe'fe' language		
owl:Class	subclass	lang:0000001	lang:1001930		Far Western Muria				fmu	I	L		Far Western Muria language		
owl:Class	subclass	lang:0000001	lang:1001931		Fanbak				fnb	I	L		Fanbak language		
owl:Class	subclass	lang:0000001	lang:1001932		Fanagalo				fng	I	L		Fanagalo language		
owl:Class	subclass	lang:0000001	lang:1001933		Fania				fni	I	L		Fania language		
owl:Class	subclass	lang:0000001	lang:1001934		Foodo				fod	I	L		Foodo language		
owl:Class	subclass	lang:0000001	lang:1001935		Foi				foi	I	L		Foi language		
owl:Class	subclass	lang:0000001	lang:1001936		Foma				fom	I	L		Foma language		
owl:Class	subclass	lang:0000001	lang:1001937		Fon		fon	fon	fon	I	L		Fon language		
owl:Class	subclass	lang:0000001	lang:1001938		Fore				for	I	L		Fore language		
owl:Class	subclass	lang:0000001	lang:1001939		Siraya				fos	I	E		Siraya language		
owl:Class	subclass	lang:0000001	lang:1001940		Fernando Po Creole English				fpe	I	L		Fernando Po Creole English language		
owl:Class	subclass	lang:0000001	lang:1001941		Fas				fqs	I	L		Fas language		
owl:Class	subclass	lang:0000001	lang:1001942		French	fr	fre	fra	fra	I	L		French language		
owl:Class	subclass	lang:0000001	lang:1001943		Cajun French				frc	I	L		Cajun French language		
owl:Class	subclass	lang:0000001	lang:1001944		Fordata				frd	I	L		Fordata language		
owl:Class	subclass	lang:0000001	lang:1001945		Frankish				frk	I	H		Frankish language		
owl:Class	subclass	lang:0000001	lang:1001946		Middle French (ca. 1400-1600)		frm	frm	frm	I	H		Middle French (ca. 1400-1600) language		
owl:Class	subclass	lang:0000001	lang:1001947		Old French (842-ca. 1400)		fro	fro	fro	I	H		Old French (842-ca. 1400) language		
owl:Class	subclass	lang:0000001	lang:1001948		Arpitan				frp	I	L		Arpitan language		
owl:Class	subclass	lang:0000001	lang:1001949		Forak				frq	I	L		Forak language		
owl:Class	subclass	lang:0000001	lang:1001950		Northern Frisian		frr	frr	frr	I	L		Northern Frisian language		
owl:Class	subclass	lang:0000001	lang:1001951		Eastern Frisian		frs	frs	frs	I	L		Eastern Frisian language		
owl:Class	subclass	lang:0000001	lang:1001952		Fortsenal				frt	I	L		Fortsenal language		
owl:Class	subclass	lang:0000001	lang:1001953		Western Frisian	fy	fry	fry	fry	I	L		Western Frisian language		
owl:Class	subclass	lang:0000001	lang:1001954		Finnish Sign Language				fse	I	L		Finnish Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001955		French Sign Language				fsl	I	L		French Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001956		Finland-Swedish Sign Language				fss	I	L		Finland-Swedish Sign Language language		
owl:Class	subclass	lang:0000001	lang:1001957		Adamawa Fulfulde				fub	I	L		Adamawa Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001958		Pulaar				fuc	I	L		Pulaar language		
owl:Class	subclass	lang:0000001	lang:1001959		East Futuna				fud	I	L		East Futuna language		
owl:Class	subclass	lang:0000001	lang:1001960		Borgu Fulfulde				fue	I	L		Borgu Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001961		Pular				fuf	I	L		Pular language		
owl:Class	subclass	lang:0000001	lang:1001962		Western Niger Fulfulde				fuh	I	L		Western Niger Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001963		Bagirmi Fulfulde				fui	I	L		Bagirmi Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001964		Ko				fuj	I	L		Ko language		
owl:Class	subclass	lang:0000001	lang:1001965		Fulah	ff	ful	ful	ful	M	L		Fulah language		
owl:Class	subclass	lang:0000001	lang:1001966		Fum				fum	I	L		Fum language		
owl:Class	subclass	lang:0000001	lang:1001967		Fulniô				fun	I	L		Fulniô language		
owl:Class	subclass	lang:0000001	lang:1001968		Central-Eastern Niger Fulfulde				fuq	I	L		Central-Eastern Niger Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001969		Friulian		fur	fur	fur	I	L		Friulian language		
owl:Class	subclass	lang:0000001	lang:1001970		Futuna-Aniwa				fut	I	L		Futuna-Aniwa language		
owl:Class	subclass	lang:0000001	lang:1001971		Furu				fuu	I	L		Furu language		
owl:Class	subclass	lang:0000001	lang:1001972		Nigerian Fulfulde				fuv	I	L		Nigerian Fulfulde language		
owl:Class	subclass	lang:0000001	lang:1001973		Fuyug				fuy	I	L		Fuyug language		
owl:Class	subclass	lang:0000001	lang:1001974		Fur				fvr	I	L		Fur language		
owl:Class	subclass	lang:0000001	lang:1001975		Fwâi				fwa	I	L		Fwâi language		
owl:Class	subclass	lang:0000001	lang:1001976		Fwe				fwe	I	L		Fwe language		
owl:Class	subclass	lang:0000001	lang:1001977		Ga		gaa	gaa	gaa	I	L		Ga language		
owl:Class	subclass	lang:0000001	lang:1001978		Gabri				gab	I	L		Gabri language		
owl:Class	subclass	lang:0000001	lang:1001979		Mixed Great Andamanese				gac	I	L		Mixed Great Andamanese language		
owl:Class	subclass	lang:0000001	lang:1001980		Gaddang				gad	I	L		Gaddang language		
owl:Class	subclass	lang:0000001	lang:1001981		Guarequena				gae	I	L		Guarequena language		
owl:Class	subclass	lang:0000001	lang:1001982		Gende				gaf	I	L		Gende language		
owl:Class	subclass	lang:0000001	lang:1001983		Gagauz				gag	I	L		Gagauz language		
owl:Class	subclass	lang:0000001	lang:1001984		Alekano				gah	I	L		Alekano language		
owl:Class	subclass	lang:0000001	lang:1001985		Borei				gai	I	L		Borei language		
owl:Class	subclass	lang:0000001	lang:1001986		Gadsup				gaj	I	L		Gadsup language		
owl:Class	subclass	lang:0000001	lang:1001987		Gamkonora				gak	I	L		Gamkonora language		
owl:Class	subclass	lang:0000001	lang:1001988		Galolen				gal	I	L		Galolen language		
owl:Class	subclass	lang:0000001	lang:1001989		Kandawo				gam	I	L		Kandawo language		
owl:Class	subclass	lang:0000001	lang:1001990		Gan Chinese				gan	I	L		Gan Chinese language		
owl:Class	subclass	lang:0000001	lang:1001991		Gants				gao	I	L		Gants language		
