RDF Type	Class type	Parent	ID	See Also	Label	Part1	Part2L	Part2B	Part3	Scope	Type	Comment	Definition	Editors Note	Citation
owl:Class	subclass	lang:0000001	lang:1005552		Rohingya				rhg	I	L		Rohingya language		
owl:Class	subclass	lang:0000001	lang:1005553		Yahang				rhp	I	L		Yahang language		
owl:Class	subclass	lang:0000001	lang:1005554		Riang (India)				ria	I	L		Riang (India) language		
owl:Class	subclass	lang:0000001	lang:1005555		Tarifit				rif	I	L		Tarifit language		
owl:Class	subclass	lang:0000001	lang:1005556		Riang Lang				ril	I	L		Riang Lang language		
owl:Class	subclass	lang:0000001	lang:1005557		Nyaturu				rim	I	L		Nyaturu language		
owl:Class	subclass	lang:0000001	lang:1005558		Nungu				rin	I	L		Nungu language		
owl:Class	subclass	lang:0000001	lang:1005559		Ribun				rir	I	L		Ribun language		
owl:Class	subclass	lang:0000001	lang:1005560		Ritharrngu				rit	I	L		Ritharrngu language		
owl:Class	subclass	lang:0000001	lang:1005561		Riung				riu	I	L		Riung language		
owl:Class	subclass	lang:0000001	lang:1005562		Rajong				rjg	I	L		Rajong language		
owl:Class	subclass	lang:0000001	lang:1005563		Raji				rji	I	L		Raji language		
owl:Class	subclass	lang:0000001	lang:1005564		Rajbanshi				rjs	I	L		Rajbanshi language		
owl:Class	subclass	lang:0000001	lang:1005565		Kraol				rka	I	L		Kraol language		
owl:Class	subclass	lang:0000001	lang:1005566		Rikbaktsa				rkb	I	L		Rikbaktsa language		
owl:Class	subclass	lang:0000001	lang:1005567		Rakahanga-Manihiki				rkh	I	L		Rakahanga-Manihiki language		
owl:Class	subclass	lang:0000001	lang:1005568		Rakhine				rki	I	L		Rakhine language		
owl:Class	subclass	lang:0000001	lang:1005569		Marka				rkm	I	L		Marka language		
owl:Class	subclass	lang:0000001	lang:1005570		Rangpuri				rkt	I	L		Rangpuri language		
owl:Class	subclass	lang:0000001	lang:1005571		Arakwal				rkw	I	E		Arakwal language		
owl:Class	subclass	lang:0000001	lang:1005572		Rama				rma	I	L		Rama language		
owl:Class	subclass	lang:0000001	lang:1005573		Rembarrnga				rmb	I	L		Rembarrnga language		
owl:Class	subclass	lang:0000001	lang:1005574		Carpathian Romani				rmc	I	L		Carpathian Romani language		
owl:Class	subclass	lang:0000001	lang:1005575		Traveller Danish				rmd	I	E		Traveller Danish language		
owl:Class	subclass	lang:0000001	lang:1005576		Angloromani				rme	I	L		Angloromani language		
owl:Class	subclass	lang:0000001	lang:1005577		Kalo Finnish Romani				rmf	I	L		Kalo Finnish Romani language		
owl:Class	subclass	lang:0000001	lang:1005578		Traveller Norwegian				rmg	I	L		Traveller Norwegian language		
owl:Class	subclass	lang:0000001	lang:1005579		Murkim				rmh	I	L		Murkim language		
owl:Class	subclass	lang:0000001	lang:1005580		Lomavren				rmi	I	L		Lomavren language		
owl:Class	subclass	lang:0000001	lang:1005581		Romkun				rmk	I	L		Romkun language		
owl:Class	subclass	lang:0000001	lang:1005582		Baltic Romani				rml	I	L		Baltic Romani language		
owl:Class	subclass	lang:0000001	lang:1005583		Roma				rmm	I	L		Roma language		
owl:Class	subclass	lang:0000001	lang:1005584		Balkan Romani				rmn	I	L		Balkan Romani language		
owl:Class	subclass	lang:0000001	lang:1005585		Sinte Romani				rmo	I	L		Sinte Romani language		
owl:Class	subclass	lang:0000001	lang:1005586		Rempi				rmp	I	L		Rempi language		
owl:Class	subclass	lang:0000001	lang:1005587		Caló				rmq	I	L		Caló language		
owl:Class	subclass	lang:0000001	lang:1005588		Romanian Sign Language				rms	I	L		Romanian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005589		Domari				rmt	I	L		Domari language		
owl:Class	subclass	lang:0000001	lang:1005590		Tavringer Romani				rmu	I	L		Tavringer Romani language		
owl:Class	subclass	lang:0000001	lang:1005591		Romanova				rmv	I	C		Romanova language		
owl:Class	subclass	lang:0000001	lang:1005592		Welsh Romani				rmw	I	L		Welsh Romani language		
owl:Class	subclass	lang:0000001	lang:1005593		Romam				rmx	I	L		Romam language		
owl:Class	subclass	lang:0000001	lang:1005594		Vlax Romani				rmy	I	L		Vlax Romani language		
owl:Class	subclass	lang:0000001	lang:1005595		Marma				rmz	I	L		Marma language		
owl:Class	subclass	lang:0000001	lang:1005596		Ruund				rnd	I	L		Ruund language		
owl:Class	subclass	lang:0000001	lang:1005597		Ronga				rng	I	L		Ronga language		
owl:Class	subclass	lang:0000001	lang:1005598		Ranglong				rnl	I	L		Ranglong language		
owl:Class	subclass	lang:0000001	lang:1005599		Roon				rnn	I	L		Roon language		
owl:Class	subclass	lang:0000001	lang:1005600		Rongpo				rnp	I	L		Rongpo language		
owl:Class	subclass	lang:0000001	lang:1005601		Nari Nari				rnr	I	E		Nari Nari language		
owl:Class	subclass	lang:0000001	lang:1005602		Rungwa				rnw	I	L		Rungwa language		
owl:Class	subclass	lang:0000001	lang:1005603		Tae'				rob	I	L		Tae' language		
owl:Class	subclass	lang:0000001	lang:1005604		Cacgia Roglai				roc	I	L		Cacgia Roglai language		
owl:Class	subclass	lang:0000001	lang:1005605		Rogo				rod	I	L		Rogo language		
owl:Class	subclass	lang:0000001	lang:1005606		Ronji				roe	I	L		Ronji language		
owl:Class	subclass	lang:0000001	lang:1005607		Rombo				rof	I	L		Rombo language		
owl:Class	subclass	lang:0000001	lang:1005608		Northern Roglai				rog	I	L		Northern Roglai language		
owl:Class	subclass	lang:0000001	lang:1005609		Romansh	rm	roh	roh	roh	I	L		Romansh language		
owl:Class	subclass	lang:0000001	lang:1005610		Romblomanon				rol	I	L		Romblomanon language		
owl:Class	subclass	lang:0000001	lang:1005611		Romany		rom	rom	rom	M	L		Romany language		
owl:Class	subclass	lang:0000001	lang:1005612		Romanian	ro	rum	ron	ron	I	L		Romanian language		
owl:Class	subclass	lang:0000001	lang:1005613		Rotokas				roo	I	L		Rotokas language		
owl:Class	subclass	lang:0000001	lang:1005614		Kriol				rop	I	L		Kriol language		
owl:Class	subclass	lang:0000001	lang:1005615		Rongga				ror	I	L		Rongga language		
owl:Class	subclass	lang:0000001	lang:1005616		Runga				rou	I	L		Runga language		
owl:Class	subclass	lang:0000001	lang:1005617		Dela-Oenale				row	I	L		Dela-Oenale language		
owl:Class	subclass	lang:0000001	lang:1005618		Repanbitip				rpn	I	L		Repanbitip language		
owl:Class	subclass	lang:0000001	lang:1005619		Rapting				rpt	I	L		Rapting language		
owl:Class	subclass	lang:0000001	lang:1005620		Ririo				rri	I	L		Ririo language		
owl:Class	subclass	lang:0000001	lang:1005621		Waima				rro	I	L		Waima language		
owl:Class	subclass	lang:0000001	lang:1005622		Arritinngithigh				rrt	I	E		Arritinngithigh language		
owl:Class	subclass	lang:0000001	lang:1005623		Romano-Serbian				rsb	I	L		Romano-Serbian language		
owl:Class	subclass	lang:0000001	lang:1005624		Russian Sign Language				rsl	I	L		Russian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005625		Miriwoong Sign Language				rsm	I	L		Miriwoong Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005626		Rungtu Chin				rtc	I	L		Rungtu Chin language		
owl:Class	subclass	lang:0000001	lang:1005627		Ratahan				rth	I	L		Ratahan language		
owl:Class	subclass	lang:0000001	lang:1005628		Rotuman				rtm	I	L		Rotuman language		
owl:Class	subclass	lang:0000001	lang:1005629		Yurats				rts	I	E		Yurats language		
owl:Class	subclass	lang:0000001	lang:1005630		Rathawi				rtw	I	L		Rathawi language		
owl:Class	subclass	lang:0000001	lang:1005631		Gungu				rub	I	L		Gungu language		
owl:Class	subclass	lang:0000001	lang:1005632		Ruuli				ruc	I	L		Ruuli language		
owl:Class	subclass	lang:0000001	lang:1005633		Rusyn				rue	I	L		Rusyn language		
owl:Class	subclass	lang:0000001	lang:1005634		Luguru				ruf	I	L		Luguru language		
owl:Class	subclass	lang:0000001	lang:1005635		Roviana				rug	I	L		Roviana language		
owl:Class	subclass	lang:0000001	lang:1005636		Ruga				ruh	I	L		Ruga language		
owl:Class	subclass	lang:0000001	lang:1005637		Rufiji				rui	I	L		Rufiji language		
owl:Class	subclass	lang:0000001	lang:1005638		Che				ruk	I	L		Che language		
owl:Class	subclass	lang:0000001	lang:1005639		Rundi	rn	run	run	run	I	L		Rundi language		
owl:Class	subclass	lang:0000001	lang:1005640		Istro Romanian				ruo	I	L		Istro Romanian language		
owl:Class	subclass	lang:0000001	lang:1005641		Macedo-Romanian		rup	rup	rup	I	L		Macedo-Romanian language		
owl:Class	subclass	lang:0000001	lang:1005642		Megleno Romanian				ruq	I	L		Megleno Romanian language		
owl:Class	subclass	lang:0000001	lang:1005643		Russian	ru	rus	rus	rus	I	L		Russian language		
owl:Class	subclass	lang:0000001	lang:1005644		Rutul				rut	I	L		Rutul language		
owl:Class	subclass	lang:0000001	lang:1005645		Lanas Lobu				ruu	I	L		Lanas Lobu language		
owl:Class	subclass	lang:0000001	lang:1005646		Mala (Nigeria)				ruy	I	L		Mala (Nigeria) language		
owl:Class	subclass	lang:0000001	lang:1005647		Ruma				ruz	I	L		Ruma language		
owl:Class	subclass	lang:0000001	lang:1005648		Rawo				rwa	I	L		Rawo language		
owl:Class	subclass	lang:0000001	lang:1005649		Rwa				rwk	I	L		Rwa language		
owl:Class	subclass	lang:0000001	lang:1005650		Amba (Uganda)				rwm	I	L		Amba (Uganda) language		
owl:Class	subclass	lang:0000001	lang:1005651		Rawa				rwo	I	L		Rawa language		
owl:Class	subclass	lang:0000001	lang:1005652		Marwari (India)				rwr	I	L		Marwari (India) language		
owl:Class	subclass	lang:0000001	lang:1005653		Ngardi				rxd	I	L		Ngardi language		
owl:Class	subclass	lang:0000001	lang:1005654		Karuwali				rxw	I	E		Karuwali language		
owl:Class	subclass	lang:0000001	lang:1005655		Northern Amami-Oshima				ryn	I	L		Northern Amami-Oshima language		
owl:Class	subclass	lang:0000001	lang:1005656		Yaeyama				rys	I	L		Yaeyama language		
owl:Class	subclass	lang:0000001	lang:1005657		Central Okinawan				ryu	I	L		Central Okinawan language		
owl:Class	subclass	lang:0000001	lang:1005658		Rāziḥī				rzh	I	L		Rāziḥī language		
owl:Class	subclass	lang:0000001	lang:1005659		Saba				saa	I	L		Saba language		
owl:Class	subclass	lang:0000001	lang:1005660		Buglere				sab	I	L		Buglere language		
owl:Class	subclass	lang:0000001	lang:1005661		Meskwaki				sac	I	L		Meskwaki language		
owl:Class	subclass	lang:0000001	lang:1005662		Sandawe		sad	sad	sad	I	L		Sandawe language		
owl:Class	subclass	lang:0000001	lang:1005663		Sabanê				sae	I	L		Sabanê language		
owl:Class	subclass	lang:0000001	lang:1005664		Safaliba				saf	I	L		Safaliba language		
owl:Class	subclass	lang:0000001	lang:1005665		Sango	sg	sag	sag	sag	I	L		Sango language		
owl:Class	subclass	lang:0000001	lang:1005666		Yakut		sah	sah	sah	I	L		Yakut language		
owl:Class	subclass	lang:0000001	lang:1005667		Sahu				saj	I	L		Sahu language		
owl:Class	subclass	lang:0000001	lang:1005668		Sake				sak	I	L		Sake language		
owl:Class	subclass	lang:0000001	lang:1005669		Samaritan Aramaic		sam	sam	sam	I	E		Samaritan Aramaic language		
owl:Class	subclass	lang:0000001	lang:1005670		Sanskrit	sa	san	san	san	I	A		Sanskrit language		
owl:Class	subclass	lang:0000001	lang:1005671		Sause				sao	I	L		Sause language		
owl:Class	subclass	lang:0000001	lang:1005672		Samburu				saq	I	L		Samburu language		
owl:Class	subclass	lang:0000001	lang:1005673		Saraveca				sar	I	E		Saraveca language		
owl:Class	subclass	lang:0000001	lang:1005674		Sasak		sas	sas	sas	I	L		Sasak language		
owl:Class	subclass	lang:0000001	lang:1005675		Santali		sat	sat	sat	I	L		Santali language		
owl:Class	subclass	lang:0000001	lang:1005676		Saleman				sau	I	L		Saleman language		
owl:Class	subclass	lang:0000001	lang:1005677		Saafi-Saafi				sav	I	L		Saafi-Saafi language		
owl:Class	subclass	lang:0000001	lang:1005678		Sawi				saw	I	L		Sawi language		
owl:Class	subclass	lang:0000001	lang:1005679		Sa				sax	I	L		Sa language		
owl:Class	subclass	lang:0000001	lang:1005680		Saya				say	I	L		Saya language		
owl:Class	subclass	lang:0000001	lang:1005681		Saurashtra				saz	I	L		Saurashtra language		
owl:Class	subclass	lang:0000001	lang:1005682		Ngambay				sba	I	L		Ngambay language		
owl:Class	subclass	lang:0000001	lang:1005683		Simbo				sbb	I	L		Simbo language		
owl:Class	subclass	lang:0000001	lang:1005684		Kele (Papua New Guinea)				sbc	I	L		Kele (Papua New Guinea) language		
owl:Class	subclass	lang:0000001	lang:1005685		Southern Samo				sbd	I	L		Southern Samo language		
owl:Class	subclass	lang:0000001	lang:1005686		Saliba				sbe	I	L		Saliba language		
owl:Class	subclass	lang:0000001	lang:1005687		Chabu				sbf	I	L		Chabu language		
owl:Class	subclass	lang:0000001	lang:1005688		Seget				sbg	I	L		Seget language		
owl:Class	subclass	lang:0000001	lang:1005689		Sori-Harengan				sbh	I	L		Sori-Harengan language		
owl:Class	subclass	lang:0000001	lang:1005690		Seti				sbi	I	L		Seti language		
owl:Class	subclass	lang:0000001	lang:1005691		Surbakhal				sbj	I	L		Surbakhal language		
owl:Class	subclass	lang:0000001	lang:1005692		Safwa				sbk	I	L		Safwa language		
owl:Class	subclass	lang:0000001	lang:1005693		Botolan Sambal				sbl	I	L		Botolan Sambal language		
owl:Class	subclass	lang:0000001	lang:1005694		Sagala				sbm	I	L		Sagala language		
owl:Class	subclass	lang:0000001	lang:1005695		Sindhi Bhil				sbn	I	L		Sindhi Bhil language		
owl:Class	subclass	lang:0000001	lang:1005696		Sabüm				sbo	I	L		Sabüm language		
owl:Class	subclass	lang:0000001	lang:1005697		Sangu (Tanzania)				sbp	I	L		Sangu (Tanzania) language		
owl:Class	subclass	lang:0000001	lang:1005698		Sileibi				sbq	I	L		Sileibi language		
owl:Class	subclass	lang:0000001	lang:1005699		Sembakung Murut				sbr	I	L		Sembakung Murut language		
owl:Class	subclass	lang:0000001	lang:1005700		Subiya				sbs	I	L		Subiya language		
owl:Class	subclass	lang:0000001	lang:1005701		Kimki				sbt	I	L		Kimki language		
owl:Class	subclass	lang:0000001	lang:1005702		Stod Bhoti				sbu	I	L		Stod Bhoti language		
owl:Class	subclass	lang:0000001	lang:1005703		Sabine				sbv	I	A		Sabine language		
owl:Class	subclass	lang:0000001	lang:1005704		Simba				sbw	I	L		Simba language		
owl:Class	subclass	lang:0000001	lang:1005705		Seberuang				sbx	I	L		Seberuang language		
owl:Class	subclass	lang:0000001	lang:1005706		Soli				sby	I	L		Soli language		
owl:Class	subclass	lang:0000001	lang:1005707		Sara Kaba				sbz	I	L		Sara Kaba language		
owl:Class	subclass	lang:0000001	lang:1005708		Chut				scb	I	L		Chut language		
owl:Class	subclass	lang:0000001	lang:1005709		Dongxiang				sce	I	L		Dongxiang language		
owl:Class	subclass	lang:0000001	lang:1005710		San Miguel Creole French				scf	I	L		San Miguel Creole French language		
owl:Class	subclass	lang:0000001	lang:1005711		Sanggau				scg	I	L		Sanggau language		
owl:Class	subclass	lang:0000001	lang:1005712		Sakachep				sch	I	L		Sakachep language		
owl:Class	subclass	lang:0000001	lang:1005713		Sri Lankan Creole Malay				sci	I	L		Sri Lankan Creole Malay language		
owl:Class	subclass	lang:0000001	lang:1005714		Sadri				sck	I	L		Sadri language		
owl:Class	subclass	lang:0000001	lang:1005715		Shina				scl	I	L		Shina language		
owl:Class	subclass	lang:0000001	lang:1005716		Sicilian		scn	scn	scn	I	L		Sicilian language		
owl:Class	subclass	lang:0000001	lang:1005717		Scots		sco	sco	sco	I	L		Scots language		
owl:Class	subclass	lang:0000001	lang:1005718		Hyolmo				scp	I	L		Hyolmo language		
owl:Class	subclass	lang:0000001	lang:1005719		Sa'och				scq	I	L		Sa'och language		
owl:Class	subclass	lang:0000001	lang:1005720		North Slavey				scs	I	L		North Slavey language		
owl:Class	subclass	lang:0000001	lang:1005721		Southern Katang				sct	I	L		Southern Katang language		
owl:Class	subclass	lang:0000001	lang:1005722		Shumcho				scu	I	L		Shumcho language		
owl:Class	subclass	lang:0000001	lang:1005723		Sheni				scv	I	L		Sheni language		
owl:Class	subclass	lang:0000001	lang:1005724		Sha				scw	I	L		Sha language		
owl:Class	subclass	lang:0000001	lang:1005725		Sicel				scx	I	A		Sicel language		
owl:Class	subclass	lang:0000001	lang:1005726		Toraja-Sa'dan				sda	I	L		Toraja-Sa'dan language		
owl:Class	subclass	lang:0000001	lang:1005727		Shabak				sdb	I	L		Shabak language		
owl:Class	subclass	lang:0000001	lang:1005728		Sassarese Sardinian				sdc	I	L		Sassarese Sardinian language		
owl:Class	subclass	lang:0000001	lang:1005729		Surubu				sde	I	L		Surubu language		
owl:Class	subclass	lang:0000001	lang:1005730		Sarli				sdf	I	L		Sarli language		
owl:Class	subclass	lang:0000001	lang:1005731		Savi				sdg	I	L		Savi language		
owl:Class	subclass	lang:0000001	lang:1005732		Southern Kurdish				sdh	I	L		Southern Kurdish language		
owl:Class	subclass	lang:0000001	lang:1005733		Suundi				sdj	I	L		Suundi language		
owl:Class	subclass	lang:0000001	lang:1005734		Sos Kundi				sdk	I	L		Sos Kundi language		
owl:Class	subclass	lang:0000001	lang:1005735		Saudi Arabian Sign Language				sdl	I	L		Saudi Arabian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005736		Semandang				sdm	I	L		Semandang language		
owl:Class	subclass	lang:0000001	lang:1005737		Gallurese Sardinian				sdn	I	L		Gallurese Sardinian language		
owl:Class	subclass	lang:0000001	lang:1005738		Bukar-Sadung Bidayuh				sdo	I	L		Bukar-Sadung Bidayuh language		
owl:Class	subclass	lang:0000001	lang:1005739		Sherdukpen				sdp	I	L		Sherdukpen language		
owl:Class	subclass	lang:0000001	lang:1005740		Oraon Sadri				sdr	I	L		Oraon Sadri language		
owl:Class	subclass	lang:0000001	lang:1005741		Sened				sds	I	E		Sened language		
owl:Class	subclass	lang:0000001	lang:1005742		Shuadit				sdt	I	E		Shuadit language		
owl:Class	subclass	lang:0000001	lang:1005743		Sarudu				sdu	I	L		Sarudu language		
owl:Class	subclass	lang:0000001	lang:1005744		Sibu Melanau				sdx	I	L		Sibu Melanau language		
owl:Class	subclass	lang:0000001	lang:1005745		Sallands				sdz	I	L		Sallands language		
owl:Class	subclass	lang:0000001	lang:1005746		Semai				sea	I	L		Semai language		
owl:Class	subclass	lang:0000001	lang:1005747		Shempire Senoufo				seb	I	L		Shempire Senoufo language		
owl:Class	subclass	lang:0000001	lang:1005748		Sechelt				sec	I	L		Sechelt language		
owl:Class	subclass	lang:0000001	lang:1005749		Sedang				sed	I	L		Sedang language		
owl:Class	subclass	lang:0000001	lang:1005750		Seneca				see	I	L		Seneca language		
owl:Class	subclass	lang:0000001	lang:1005751		Cebaara Senoufo				sef	I	L		Cebaara Senoufo language		
owl:Class	subclass	lang:0000001	lang:1005752		Segeju				seg	I	L		Segeju language		
owl:Class	subclass	lang:0000001	lang:1005753		Sena				seh	I	L		Sena language		
owl:Class	subclass	lang:0000001	lang:1005754		Seri				sei	I	L		Seri language		
owl:Class	subclass	lang:0000001	lang:1005755		Sene				sej	I	L		Sene language		
owl:Class	subclass	lang:0000001	lang:1005756		Sekani				sek	I	L		Sekani language		
owl:Class	subclass	lang:0000001	lang:1005757		Selkup		sel	sel	sel	I	L		Selkup language		
owl:Class	subclass	lang:0000001	lang:1005758		Nanerigé Sénoufo				sen	I	L		Nanerigé Sénoufo language		
owl:Class	subclass	lang:0000001	lang:1005759		Suarmin				seo	I	L		Suarmin language		
owl:Class	subclass	lang:0000001	lang:1005760		Sìcìté Sénoufo				sep	I	L		Sìcìté Sénoufo language		
owl:Class	subclass	lang:0000001	lang:1005761		Senara Sénoufo				seq	I	L		Senara Sénoufo language		
owl:Class	subclass	lang:0000001	lang:1005762		Serrano				ser	I	L		Serrano language		
owl:Class	subclass	lang:0000001	lang:1005763		Koyraboro Senni Songhai				ses	I	L		Koyraboro Senni Songhai language		
owl:Class	subclass	lang:0000001	lang:1005764		Sentani				set	I	L		Sentani language		
owl:Class	subclass	lang:0000001	lang:1005765		Serui-Laut				seu	I	L		Serui-Laut language		
owl:Class	subclass	lang:0000001	lang:1005766		Nyarafolo Senoufo				sev	I	L		Nyarafolo Senoufo language		
owl:Class	subclass	lang:0000001	lang:1005767		Sewa Bay				sew	I	L		Sewa Bay language		
owl:Class	subclass	lang:0000001	lang:1005768		Secoya				sey	I	L		Secoya language		
owl:Class	subclass	lang:0000001	lang:1005769		Senthang Chin				sez	I	L		Senthang Chin language		
owl:Class	subclass	lang:0000001	lang:1005770		Langue des signes de Belgique Francophone				sfb	I	L		Langue des signes de Belgique Francophone language		
owl:Class	subclass	lang:0000001	lang:1005771		Eastern Subanen				sfe	I	L		Eastern Subanen language		
owl:Class	subclass	lang:0000001	lang:1005772		Small Flowery Miao				sfm	I	L		Small Flowery Miao language		
owl:Class	subclass	lang:0000001	lang:1005773		South African Sign Language				sfs	I	L		South African Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005774		Sehwi				sfw	I	L		Sehwi language		
owl:Class	subclass	lang:0000001	lang:1005775		Old Irish (to 900)		sga	sga	sga	I	H		Old Irish (to 900) language		
owl:Class	subclass	lang:0000001	lang:1005776		Mag-antsi Ayta				sgb	I	L		Mag-antsi Ayta language		
owl:Class	subclass	lang:0000001	lang:1005777		Kipsigis				sgc	I	L		Kipsigis language		
owl:Class	subclass	lang:0000001	lang:1005778		Surigaonon				sgd	I	L		Surigaonon language		
owl:Class	subclass	lang:0000001	lang:1005779		Segai				sge	I	L		Segai language		
owl:Class	subclass	lang:0000001	lang:1005780		Swiss-German Sign Language				sgg	I	L		Swiss-German Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005781		Shughni				sgh	I	L		Shughni language		
owl:Class	subclass	lang:0000001	lang:1005782		Suga				sgi	I	L		Suga language		
owl:Class	subclass	lang:0000001	lang:1005783		Surgujia				sgj	I	L		Surgujia language		
owl:Class	subclass	lang:0000001	lang:1005784		Sangkong				sgk	I	L		Sangkong language		
owl:Class	subclass	lang:0000001	lang:1005785		Singa				sgm	I	E		Singa language		
owl:Class	subclass	lang:0000001	lang:1005786		Singpho				sgp	I	L		Singpho language		
owl:Class	subclass	lang:0000001	lang:1005787		Sangisari				sgr	I	L		Sangisari language		
owl:Class	subclass	lang:0000001	lang:1005788		Samogitian				sgs	I	L		Samogitian language		
owl:Class	subclass	lang:0000001	lang:1005789		Brokpake				sgt	I	L		Brokpake language		
owl:Class	subclass	lang:0000001	lang:1005790		Salas				sgu	I	L		Salas language		
owl:Class	subclass	lang:0000001	lang:1005791		Sebat Bet Gurage				sgw	I	L		Sebat Bet Gurage language		
owl:Class	subclass	lang:0000001	lang:1005792		Sierra Leone Sign Language				sgx	I	L		Sierra Leone Sign Language language		
owl:Class	subclass	lang:0000001	lang:1005793		Sanglechi				sgy	I	L		Sanglechi language		
owl:Class	subclass	lang:0000001	lang:1005794		Sursurunga				sgz	I	L		Sursurunga language		
owl:Class	subclass	lang:0000001	lang:1005795		Shall-Zwall				sha	I	L		Shall-Zwall language		
owl:Class	subclass	lang:0000001	lang:1005796		Ninam				shb	I	L		Ninam language		
owl:Class	subclass	lang:0000001	lang:1005797		Sonde				shc	I	L		Sonde language		
owl:Class	subclass	lang:0000001	lang:1005798		Kundal Shahi				shd	I	L		Kundal Shahi language		
owl:Class	subclass	lang:0000001	lang:1005799		Sheko				she	I	L		Sheko language		
owl:Class	subclass	lang:0000001	lang:1005800		Shua				shg	I	L		Shua language		
owl:Class	subclass	lang:0000001	lang:1005801		Shoshoni				shh	I	L		Shoshoni language		
owl:Class	subclass	lang:0000001	lang:1005802		Tachelhit				shi	I	L		Tachelhit language		
owl:Class	subclass	lang:0000001	lang:1005803		Shatt				shj	I	L		Shatt language		
owl:Class	subclass	lang:0000001	lang:1005804		Shilluk				shk	I	L		Shilluk language		
owl:Class	subclass	lang:0000001	lang:1005805		Shendu				shl	I	L		Shendu language		
owl:Class	subclass	lang:0000001	lang:1005806		Shahrudi				shm	I	L		Shahrudi language		
owl:Class	subclass	lang:0000001	lang:1005807		Shan		shn	shn	shn	I	L		Shan language		
owl:Class	subclass	lang:0000001	lang:1005808		Shanga				sho	I	L		Shanga language		
owl:Class	subclass	lang:0000001	lang:1005809		Shipibo-Conibo				shp	I	L		Shipibo-Conibo language		
owl:Class	subclass	lang:0000001	lang:1005810		Sala				shq	I	L		Sala language		
owl:Class	subclass	lang:0000001	lang:1005811		Shi				shr	I	L		Shi language		
owl:Class	subclass	lang:0000001	lang:1005812		Shuswap				shs	I	L		Shuswap language		
owl:Class	subclass	lang:0000001	lang:1005813		Shasta				sht	I	E		Shasta language		
owl:Class	subclass	lang:0000001	lang:1005814		Chadian Arabic				shu	I	L		Chadian Arabic language		
owl:Class	subclass	lang:0000001	lang:1005815		Shehri				shv	I	L		Shehri language		
owl:Class	subclass	lang:0000001	lang:1005816		Shwai				shw	I	L		Shwai language		
owl:Class	subclass	lang:0000001	lang:1005817		She				shx	I	L		She language		
owl:Class	subclass	lang:0000001	lang:1005818		Tachawit				shy	I	L		Tachawit language		
owl:Class	subclass	lang:0000001	lang:1005819		Syenara Senoufo				shz	I	L		Syenara Senoufo language		
owl:Class	subclass	lang:0000001	lang:1005820		Akkala Sami				sia	I	E		Akkala Sami language		
owl:Class	subclass	lang:0000001	lang:1005821		Sebop				sib	I	L		Sebop language		
owl:Class	subclass	lang:0000001	lang:1005822		Sidamo		sid	sid	sid	I	L		Sidamo language		
owl:Class	subclass	lang:0000001	lang:1005823		Simaa				sie	I	L		Simaa language		
owl:Class	subclass	lang:0000001	lang:1005824		Siamou				sif	I	L		Siamou language		
owl:Class	subclass	lang:0000001	lang:1005825		Paasaal				sig	I	L		Paasaal language		
owl:Class	subclass	lang:0000001	lang:1005826		Zire				sih	I	L		Zire language		
owl:Class	subclass	lang:0000001	lang:1005827		Shom Peng				sii	I	L		Shom Peng language		
owl:Class	subclass	lang:0000001	lang:1005828		Numbami				sij	I	L		Numbami language		
owl:Class	subclass	lang:0000001	lang:1005829		Sikiana				sik	I	L		Sikiana language		
owl:Class	subclass	lang:0000001	lang:1005830		Tumulung Sisaala				sil	I	L		Tumulung Sisaala language		
owl:Class	subclass	lang:0000001	lang:1005831		Mende (Papua New Guinea)				sim	I	L		Mende (Papua New Guinea) language		
owl:Class	subclass	lang:0000001	lang:1005832		Sinhala	si	sin	sin	sin	I	L		Sinhala language		
owl:Class	subclass	lang:0000001	lang:1005833		Sikkimese				sip	I	L		Sikkimese language		
owl:Class	subclass	lang:0000001	lang:1005834		Sonia				siq	I	L		Sonia language		
owl:Class	subclass	lang:0000001	lang:1005835		Siri				sir	I	L		Siri language		
owl:Class	subclass	lang:0000001	lang:1005836		Siuslaw				sis	I	E		Siuslaw language		
owl:Class	subclass	lang:0000001	lang:1005837		Sinagen				siu	I	L		Sinagen language		
owl:Class	subclass	lang:0000001	lang:1005838		Sumariup				siv	I	L		Sumariup language		
owl:Class	subclass	lang:0000001	lang:1005839		Siwai				siw	I	L		Siwai language		
owl:Class	subclass	lang:0000001	lang:1005840		Sumau				six	I	L		Sumau language		
owl:Class	subclass	lang:0000001	lang:1005841		Sivandi				siy	I	L		Sivandi language		
owl:Class	subclass	lang:0000001	lang:1005842		Siwi				siz	I	L		Siwi language		
owl:Class	subclass	lang:0000001	lang:1005843		Epena				sja	I	L		Epena language		
owl:Class	subclass	lang:0000001	lang:1005844		Sajau Basap				sjb	I	L		Sajau Basap language		
owl:Class	subclass	lang:0000001	lang:1005845		Kildin Sami				sjd	I	L		Kildin Sami language		
owl:Class	subclass	lang:0000001	lang:1005846		Pite Sami				sje	I	L		Pite Sami language		
